RowNum,output,input,instruction
813,"""Take This Job and Shovel It"" ","Read about how PGE is making methane out of manure in this issue of eBiz. Also in this issue: Enron's first quarter earnings overview Online energy trading will reach $3.6 trillion by 2005 Tom White becomes U.S. Secretary of the Army A U.K. offshore wind farm The PGE sale terminates How a fuel cell works A little bit of poetry  It's all in the latest eBiz. Go to home.enron.com, click Publications, then click eBiz, and ""eBiz April 27, 2001.""  ",Summarize the email and create a subject line.
814,Northwest Foreign Key Problems ,"Hello...since I was working to reload some cycle 13 data for Northwest today, it seemed like a good a time as any to take care of these few foreign key violations as well. These 4 points are reported on the Northwest site, but do not appear in our PIPELINE_LOCATION table as of yet (hence the foreign key violation):  458 OWYHEE COMPRESSOR 611 NORTH DOUGLAS RECEIPT (2001) 608 NOVELTY HILL M/S 612 FOUNDATION CREEK PLANT (2001)  If we can get these matched to their IHS DRN counterparts, that would be great. If not, we can make up the IHS number as we have in the past. Thanks,  ",Summarize the email and create a subject line.
815,curvefetch ,"Philip,  I'm sorry this took so long, I thought I sent it ealier, but apparently not. Let me know if you need anything else. Mat  ",Summarize the email and create a subject line.
816,Happy Hour ,"Mike,  Sorry I missed you guys Friday night. I made back from a golf outing around  9 pm, but you guys must have already left the Front Porch. Anyway,  I was  out the other night and met some Dynegy talent that were interested in an  Enron Analyst/Associate and Dynegy Pace Program happy hour. What do you  think about the prospectsof a combined happy hour. They have a group that  goes out on the third Thursday of every month, which would be this Thursday. Mat  ",Summarize the email and create a subject line.
817,DA and HA finals ,"Group, We have had some problems recently with the creation of HA finals, with SQL errors, and as a result we have not been able to run reports. If it is a weekend (or holiday), we first need to import DA finals and then create DA finals in CAPS. After this is done we can import HA finals, and create the HA report. If the boxes are not checked, the CISO may have missed publishing certain hours. Please look in the load zones to find what hour-ahead finals may not have been published, or where CAPS may have just missed pulling them in. Sometimes it helps to pull the missing hour-ahead finals in individually. Once all the finals are in the load zones and int. interchanges, you should be able to create the final report. Please give me a call if you have any questions. Thanks,  ",Summarize the email and create a subject line.
818,Real Deals from Travelocity ,"Dear Theresa,  With the holiday approaching many of you are looking forward to a few  days off and to spending time with family and friends. If you have  been holding off on making your holiday travel plans, you might be  interested in the holiday air fare deals that are still available. Wherever your travels take you this Thanksgiving - across town or  across the country - We wish you a very happy holiday! Featured This Week - Save up to $75 on Airline Tickets! - Great Holiday Fares! - Keep America Traveling! Air  - JetBlue Offers Great Fares! Cruises - Sail to Magnificent Mexico from $199! - 5-Night Caribbean Cruises from $299! - Cruise the Caribbean and $100 Cash! - Princess' Caribbean Getaways from $499! Vacations - Mexico - Savings up to 53%! - Vegas - 2 Nights from $30 per Person! - Save up to 50% on Caribbean Vacations! - Earn 25,000 Bonus Miles While You Ski! Hotels - It's the Best Time to Visit Las Vegas! - Exclusive Offer for Travelocity Members Only! Cars - Get 10% Off Rentals with Thrifty! Exclusive Offers - Win a Trip for 4 to Mexico! - Free Companion Ticket to Asia! Special Offers - Travel To Hawaii This Fall! - Still Need to Make Thanksgiving Plans?  ",Summarize the email and create a subject line.
819,How Are You? ,"Mark: Sorry I haven't called or written in quite some time but I'm in my own little  world here at home. Things are going very well here. Charles will be almost  4 months old and I can't believe how much he has grown. We finally have  established a day and night routine for him and I'm happy to report that I'm  starting to get more sleep which is nice. I'm still running and playing alot  of tennis which has helped me keep my sanity. I have really enjoyed my stay  at home. It's nice to be able to watch  your kids grow up and both Arthur  and Charles I think have really benefitted from us both being home with  them. I feel very fortunate. I would really like to have lunch with you in the next few weeks so that I  can catch up on what has been going on and begin discussing with you my  thoughts about returning to work. It's something that I haven't given too  much thought to but need to as the end of the year approaches. Here are some  good dates for me. November 13th, 16th, 17th, 21st, 22nd. Let me know waht works for you. Sorry that I haven't brought Charles up to see everyone but with all that we  have going on here it's hard to find the time to make the trip into down  town. Look forward to hearing from you. Carol  ",Summarize the email and create a subject line.
820,Org Changes ,"Suzanne: Just saw the org chnages memo. Seems like alot has been going on. Would you  mind mailing the memo and charts to me? For some reason, our computer does  not print out charts. How are you doing? I'm doing great although I wish we  knew who our next president is going to be. I played tennis with Elizabeth  Sager yesterday. She is really good and I hope we get to play more. I'll  give you a call maybe later today or tomorrow. Take care.  ",Summarize the email and create a subject line.
821,Repap ,Tanya and Bob: When we last met to talk about Repap I think that we decided to wait until  quarter end before approachning them again. Are we inclined to do anything  at this point? Carol  ,Summarize the email and create a subject line.
822,Stratus CA ,"Enclosed is the Stratus Ca that we discussed earlier. Here are the main  differences between our agreement and theirs:  1. Our term is 1 year. 2. Our agreement resolves disputes by arbitration, although it allows them to  go to a court to obtain injunctive relief. 3. Our agreement has a much narrower definition of Confidential Information  4. Our agreement has no ""use"" restriction 5. Our agreement has different procedures for returning/destroying  confidential information. I will have hand delivered to Lucy the CA on ENA letterhead with my initials. Carol  ",Summarize the email and create a subject line.
823,Credit Lunch ,"Suzanne: We have a visitor from SArgentina that will be here this week so please add 1  more to the credit lunch count. Alos, Jason Peters will be attending. Saw  Ric at the Q Saturday morning. Where were you? Carol  ",Summarize the email and create a subject line.
824,Knauf ,"Christian: I sent out the Schedules to Jeff Brown by e-mail and faxed him and Laird the  preprinted ISDA and CSA. Ed Sacks seems to think that they are a German  company. I have asked then for more information. Laird is hot to get this  ""signed up"" on Monday. I am out on Monday but if necessary, Sara or Mary  Cook can help you. Marie Heard is the legal assistant. I will be checking  my voice mail messages but will be out of pocket from Noon-5 on Monday.  ",Summarize the email and create a subject line.
825,Utilicorp ,Susan: I spoke with Brant today and confirmed that the entity that he wanted to add  to the Enron Guaranty in the second whereas clause does need to be added. Please check with Russell Martinson to confirm the entities name. Thanks. Carol  ,Summarize the email and create a subject line.
826,Swap Assignment Agreement - April 20 Draft ,"Jeff: Were the following points considered or discussed prior to them turning the  last draft? The cross default langugae still does not work. Why was the  threshold lowered to $50,000,000? Alicia: What are your thoughts on this? Carol  ",Summarize the email and create a subject line.
827,Confirms Issues ,"Sara: Thanks for your voice mail message. David Dupre and I have not done all that  much to date. He is in the process of compiling information for all  counterparties (online and offline) who are not signing confirms. I have  asked him to group these counterparties according to total outstanding  exposure so that we can priortize our efforts. I think that the main issues  to cover on Friday involve:  1. The effect of not getting signed confirms when we have our standard  langugae in the confirm or in the ISDA and whether it makes adifference as to  whether NY or Texas law applies. 2. Possible alternative approaches that we can suggest to counterparties. For example, in some cases, a counterparty is sending us a letter attaching a  list of the deals that they have done with us and stating that they agree  with the terms of such deals. I'll have David D. send up a sample. 3. Whether our concerns are greater or lesser when we do trades online. I'm available anytime to talk about the above. Carol  ",Summarize the email and create a subject line.
828,Margaux ,Scott: I have been monitoring drafts of the swap docs. Are you or someone else in  your group reviewing the other docs that involve Enron Corp. such as the  Certificate Purchase Agreement that appears to have a bunch of reps that  Enron has to make? I( have not been paying to much attention to the docs  that don't involver the swap. Carol  ,Summarize the email and create a subject line.
829,ISDA Tax Issue ,"Rhett: You may recall a few weeks ago I asked you about some language that one of  our counterparties wanted as an amendment to the term ""Indemnifiable Tax"". Another counterparty, Deutsche Bank, has requested the following which I  think is very similar to what we were looking at before:  Notwithstanding the foregoing, ""IndemnifiableTax"" also means any Tax imposed  by reasons of a Change in Tax Law by a government or taxing authority of a  Relevant Jurisdiction of the payer, unless the payee is incorporated,  organized, managed and controlled or considered to have its seat in such  jurisdiction, or is acting for purposes of this Agreement through a branch or  office located in such jurisdiction. In the ISDA Users' guide, they explain that the effect of this language is to  eliminate the payee's risk of bearing new taxes imposed by the payer's  jurisdiction even if the payee's activities in such jurisdiction is the basis  for such taxes. (except if the circumstances in the definition occur). It  thus results in the payer having to gross up for such taxes. Do you think that we can or should accept this?  ",Summarize the email and create a subject line.
830,Guest Access ,Randy: Frank Davis will be contacting you today to give you guest access so that you  can view the website. This would be the best way for you to view the  products that are traded. Carol  ,Summarize the email and create a subject line.
831,Enron Merger Trigger ,"Mark and Jeff: Trina and i talked about the issue that you raised with me today. Our  preference is to structure the language so that it would only trigger an  Event of Default under the Swap if the Enron merger caused an Event of  Default under the Revolver. At the end of the day, we both felt that this is  a call that someone on the commercial side should make, such as either Ben  Glisan or Mike Jakubik. Carol  ",Summarize the email and create a subject line.
832,ETA Amendment Letter ,John: Per ypur voice mail this is the lateset version of the ETA amendment letter  without Leslie's chnages. Please confirm that this part of it is opkay with  you and your counsel. Thanks.  ,Summarize the email and create a subject line.
833,Process Agent Language ,"Susan: Regarding Kate's e-mail, I have left a voice mail for Richard Sanders as to  which office we should designate. If you need to send out the ISDA draft  before I hear back from him and before Kate hears back from Canada, go ahead  and leave the address blank and we can fill it in later. Carol  ",Summarize the email and create a subject line.
834,Shower Gift ,"Carolyn: I'm hoping that you can help me with this. One  of the gifts that I received  on Friday was 2 outfits from Baby Gap. There was no card. The only people  that were at the shower that I couldn't account for based on the gifts that I  received with cards and group gift list that I saw were Anne Yaeger, Mark  Taylor, Tana Jones and Mary Heinitz. Could you please confirm for me that  these people did not participate on the group gift? Thanks. Carol  ",Summarize the email and create a subject line.
835,Agreement ,"Gentlemen: Here is the new draft of the policy. We have left a message with ACE about a  call at 9 (houston time) tomorrow. If that chnages, I will let you know.  ",Summarize the email and create a subject line.
836,Junior Achievement Class ,"Zulie: I am teaching a junior achievement course to a third grade class at my son's  school. I would like to reward these kids for the work that they have done  and someone in my group mentioned that in some cases, Enron has something  akin to a ""goodie bag"" that they give out to kids. Would I be eligible for  this? I wasn't sure if I would and thought that at least it doesn't hurt to  ask. My extension is 33989. Carol  ",Summarize the email and create a subject line.
837,"disruptive technology, short and simple and confidential ","We produce political/public affairs television programs which air in state capitols. Currently we are in Pennsylvania and Ohio, expanding into NJ, Md and DE. The disruptive technology is this: the real target of the TV show is the guest, not the audience. Lobbyists have trouble scheduling time with politicians and regulators, and when they get on the schedule lobbyists have time getting genuine intellectual focus from government decision makers. We don't have trouble with either. Every politician and appointee wants to be on television, they always say yes. When they ask us what the topics will be, and we mention something like telecommunications competition or electricity deregulation they want briefing material which they actually study in order to do well on television. In addition by inviting journalists and radio and television commentators as members of out panel we have the same effect on them. In short:   Step one: identify gov't decision makers that our sponsors want to influence Step two: invite them on the program and, in doing so, develop rapport with their key staff members on the relevant issues Step three: send briefing materials and/or give a briefing in person before the the taping Step four: towards the end of a show in which the Newsmaker has largely been bragging about his/her policy agenda Step five: steer the conversation to sponsor selected topics, framing the issue in such a way as to make it very difficult for the guest to resist the conclusions suggested by the host. Step six: take the statement of support for the position we favor e.g. tort reform, privatization, deregulation, tax cuts, etc. (which by the way we almost always are able to get from the guest on the air) and in addition to airing along with the airing of the rest of the show, we digitize it and send it out to legislators, regulators and the proper beat reporters via email making it almost impossible for the newsmaker to back off later. Current sponsors: Medical Society, Hospital Association, State System of Higher Education, Manufacturers Association, Cornell Corrections, AT&T. Levels: 25K, 50K, 100K per year for Pa; 15k for Ohio (one level only). This is an amazingly simple, elegant and direct way to influence policy makers and opinion molders and we do not have an energy-oriented firms in partnership with us. Enron and Newsmakers are a very good fit. I'll be in touch,   p.s. Sponsorship can be done in ways that are not visible if you prefer, via intermediaries, if you are publicity shy. Jerry Bowyer Pennsylvania Newsmakersseen across the state on these television stations: www.jerrybowyer.com/coveragemap.php      The Jerry Bowyer Programon WPTT radio in Pittsburgh, 1360am: www.1360wptt.com/bowyer  Focus on the Issueson Cornerstone Television Audio clips from these programs can be heard at www.jerrybowyer.com/audio.php  ",Summarize the email and create a subject line.
838,SoCalGas Files Motion with Bankruptcy Court Regarding Gas Business  with Enron ,"FYI. I lifted this from SoCalGas' responses filed today to PUC questions regarding our electric and gas activities in California. We may want to get our hands on the filing, which I do not have. Best,  ",Summarize the email and create a subject line.
839,TX Collateral posting ,"We have previously told the TX PUC Staff we will be posting required collateral of $100,000 by the end of the month  (as required by Rule 25.107(f)) in order to maintain EES certification. The requirement is that we maintain ""unused cash resources of at least $100,000, which will allow the REP to incur in Texas up to $250,000 in total monthly billings from TDUs."" Staff says we can meet this requirement by posting the $$ to an account of our choice. We just need to notify them where the money is and state the money is for the purpose of this rule.  ",Summarize the email and create a subject line.
840,"Kukovich for Lt. Governor, on Pennsylvania Newsmakers ","This week on Pennsylvania Newsmakers, State Senator Allen Kukovich talks about the key issues in his campaign for Lieutenant Governor, and a representative of the PA Council of Chief Probation Officers discusses the very difficult questions involved in sentencing and incarcerating juvenile offenders. Broadcast this week on the following stations: ? WGAL Channel 8 (Harrisburg and Lancaster) - Sunday 11am, Dec 30th  ? WFMZ 69 (Allentown & Philadelphia) - Monday 11pm, Dec 31st  ? WBGN (Pittsburgh) - Sat 3:00 pm, Dec 29th  ? WKBS 47 (Altoona) - Thurs 11pm, Friday 5:30pm and Sat 12:30pm, Jan 3rd, 4th and 5th    On cable: ? Blue Ridge Communications Cable TV 13 - Sunday 3:30 pm, Dec 30th  CATV Channel 8 - Tues 7pm and Wed 1pm, Jan 1st and 2nd       To unsubscribe reply to jerrybowyer@attbi.com  with ""remove"" in the subject line. Jerry Bowyer Pennsylvania Newsmakersseen across the state on these television stations: www.jerrybowyer.com/coveragemap.php      The Jerry Bowyer Programon WPTT radio in Pittsburgh, 1360am: www.1360wptt.com/bowyer  Focus on the Issueson Cornerstone Television Audio clips from these programs can be heard at www.jerrybowyer.com/audio.php  ",Summarize the email and create a subject line.
841,SoCal Gas ,"We received the attached letter from SoCal Gas late this afternoon. They are requesting that Enron execute the Supplemental Margin Agreement by COB Tuesday, the 13th, or possibly face termination from their marketers' program. We will reassemble the folks who've been working on this on Monday.  ",Summarize the email and create a subject line.
842,Expense Reports Awaiting Your Approval ,The following reports have been waiting for your approval for more than 4 days. Please review. Owner: Luiz T Maurer Report Name: LM 111301 Days In Mgr. Queue: 14  Owner: Susan J Mara Report Name: SJM11152001 Days In Mgr. Queue: 11  ,Summarize the email and create a subject line.
843,results of football pool ,"Hello everyone,   	More upsets in the college and pro games this week sent most people into double digit incorrect picks this week. Most people missed the Washington St/Stanford game won by Washington St; most people missed the Kansas St/Texas Tech game, won by Texas Tech; most people missed the South Carolina/Arkansas game won by Arkansas; and everyone missed the Florida/Auburn game won by Auburn. The Texas A&M/Colorado game was missed by a fair amount of people as well. In the pros, quite a few people picked Baltimore to beat Green Bay, but Green Bay won; also Kansas City was picked by some people to beat Pittsburgh, however, the Steelers won; San Diego was picked by many people to beat the Patriots, however, New England won again; the Miami/Jets and Denver/Seattle games were missed by most people and even the Oakland/Indy game was commonly missed as well. Through all that, I managed to get only 7 games wrong; Stanford, Kansas St, Florida, San Diego, Miami, Denver and Indianapolis. I am in the lead currently with 7 missed games with Dallas tonight, while 2 people missed 8 games with Washington tonight. The other 2 people still alive tonight are Steve Pan and Daniel Muschar. If Dallas wins tonight, I will win outright, if Washington wins, then it will come down to total points scored. I picked 31 total points, Steve picked 35 and Daniel 37. Therefore, I will win with 32 or fewer pts scored, Steve and I will split with Washington and 33 pts. and Steve will win with 34-35 points scored and tie with 36 pts. Daniel will win with Washington and 37 or more total points scored. I came in a close second place last week to Joe Step. My picks were given as always to Todd or Dave on Friday for verification. There were a record 34 people in the pool this week, therefore the prize is $68. This coming week and next week there is a pro game on Thursday night because of the baseball playoffs. Therefore, I will hand out the pools this week and next week on Tuesday and they will be due before I leave on THURSDAY afternoon. Finally, here are the results of this past weekend's picks with the number missed by each person after their name. Andy   Andy Pace		7 Daniel Muschar		8 Steve Pan		8 Jason Kaniss		8 Paul Broderick		8 Rick Broussard		8 Bryce Schneider	9 Joe Step		9 Pat Hanse		9 Larry Campbell		9 Todd DeCook		9 Joe Brewer		10 Joe Quenet		10 Valerie Ramsower	10 Ryan Williams		10 Russell Ballato		10 Michele Wilks		10 Reagan Mathews	10 Miguel Garcia		11 Rob Benson		11 Paul Thomas		11 Jaime Gualy		11 Dean Laurent		11 Dave Ryan		11 Larry Jester		11 J.D. Kinser		11 Rudy Acevedo		11 Kevin Cline		11 Mike Roan		11 Thomas Lowell		12 Carter Ellis		12 Gerald Gilbert		12 Don Baughman		12 Mike Grubbs		12  ",Summarize the email and create a subject line.
844,NEB Approves TCPL Settlement ,"The National Energy Board has approved the TCPL 2001-2002 Settlement agreement in its entirety. The link to the Reasons for Decision (RH-1-2001)is attached below. Highlights - No change to current tolls pending final decision on Fair Return Hearing expected in late spring or summer, say June or July 2002 - AOS and FT Makeup Credits to IT Service to start effective Jan 1/02. - IT Floor floats monthly between 80-120% of FT depending on AECO MI and seasonal marginal fuel rate (at current prices expected to remain at 80%) - NEB expected to review Settlement Guidelines in near future (potentially opening door in future to FERC style negotiated tolls)  Dianne Ripley (403-974-6913) is responsible for implementing AOS and FT Makeup for Enron Canada. She and I can both answer questions about how it works.  ",Summarize the email and create a subject line.
845,Enron Acceptance of Enrollment ,"Congratulations! This email is to confirm that your child/children will be enrolled in the inaugural class of Enron Kids' Center September 1, 2001! We are excited to welcome your family to our state-of-the-art program and facility! The operator of the Enron Kids' Center, Knowledge Beginnings, will send written notification to you of acceptance of enrollment on April 30, 2001. In order to hold your child/children's space in the Enron Kids' Center, you must send a non-refundable registration payment to Knowledge Beginnings. You will have 15 calendar days to pay the enrollment fee of either $75 per family if one child is enrolled or $125 per family if more than one child is enrolled. If payment of the enrollment fee has not been received by Knowledge Beginnings by the close of the business day on May 15, 2001, your space(s) will be forfeited. Forfeited spaces are treated as new openings and will be filled from the waiting list. After payment of your enrollment fee but prior to the opening of the Enron Kids' Center, should you decide not to enroll your child in the center for reasons other than relocation, termination of employment with Enron, or extenuating circumstances, the enrollment fee will also be forfeited. Please send your check to:  Knowledge Beginnings/Enron Kids' Center 4340 Redwood Highway Building B San Rafael, CA  94903  If you have any questions, please call the Knowledge Beginnings customer service center at 1-877-CHILDHOOD. We look forward to welcoming you to the Enron Kids' Center this fall!  ",Summarize the email and create a subject line.
846,Messed Up curves ,"Now that I'm no longer involved in the current problems, I'm free to look at problems in the current aggregator/position manager. So, could you point me to a desk and set uf curves that're messed up in production? Mike Swaim Michael.Swaim@enron.com Disclaimer: Yeah, like I speak for Enron.  ",Summarize the email and create a subject line.
847,GTV weekly project status update ,"Please find below the GTV weekly project status update and the attached file for the updated project time lines. GTV status meeting attendees:  Zhiyong Wei, Russ Severson, Jeremy Wong, Francis Lim, Chuck Ames, Geoff Storey, Karima Husain, Jay Krish, Mike Swaim, Nayan Dattani, George Grant, Dave Nommensen, Narasim Kasaru, Dat Truong. Accomplishments: ? Incorporating physical deal positions in TDS: o	Changes for the view aggregation have been completed. o	Expandable Total in Cash Position has been completed. ? Single point of deal entry for term deals: o	Phase 1 of single point of deal entry for term deals is in user test. ? Gas Daily deals: o	Revisions for changes to PortCalc application to create GDI calc in ERMS have been worked on, and are in user test. o	Curve shift reports are under development and will be completed this week. ? Live feeds for Gas Daily/intra-month curves: o	Released to production. ? Option Grid (phase 2): o	Released to production. ? Gas Daily options (phase 2): o	Changes to PortCalc application have been completed and in user test. o	The Option Delta Change Forward Month report has been completed and in user test. ? Basis Options (phase 2): o	Development of deal entry type for Basis Options has been completed in TAGG. o	Development of loading correlation curves has been completed. Plans for the week ending 6/8/01: ? Continue IT development of Phase I items. o	Changes to curve shift report for GDI Calc. o	Change CPR PortCalc to value outer month positions. ? Continue IT development of Phase II issues. Issues / Open Items: None  Notes ? PortCalc changes for Gas Daily and CPR deals have been taking longer than originally estimated due to new items and complexities uncovered during development. ? The user acceptance test for Cash Position in TDS has been held up by the PortCalc changes. ? For phase 1 Single Point of Deal Entry for Term Deals, the user acceptance test uncovered some additional work needed. The team has been working closely with Geof, Chuck, Russ and George to provide the needed functionalities. ? The user has been testing the changes for Gas Daily Options (Phase 2) for the last few weeks. IT development was completed a few weeks ago. No new changes have been requested. Thanks  ",Summarize the email and create a subject line.
848,October ATE report ,"Attached is the Global Contracts report for all physical gas/financial assignments, terminations, and expirations for the month of October. Please let me know if you have any questions. Thanks,  ",Summarize the email and create a subject line.
849,EOL deals that fail ,Here is a list of the types of deals that always fail: GDD Dawns deals EOL#2054274 Physical dawn deals fail - EOL will only let one trader map their deals to one physical book(don't think you can fix this one) EOL#2047749 Mich basis swaps EOL #2054712  This should be a comprehensive list. Thanks. PL  ,Summarize the email and create a subject line.
850,JDRF ,"Hello to all:  I am raising money for Juvenile Diabetes Research Foundation and I would like to reach a goal of $1000.00 and would greatly appreciate if anybody in our group would like to donate to this cause. It doesn't matter how much $1.00, $5, $10 or $20 the amount doesn't matter. The kids who have this disease would greatly appreciate any kind of help. I have attached a letter to help explain more about Juvenile Diabetes. This is the second year that I have joined Enron to help raise money and last year we were the biggest company who donated the most. Thank you and May God Bless You. I will be collecting money until Oct. 26. If you have any questions please feel free to contact me @ 713-345-4411. Thank you,  ",Summarize the email and create a subject line.
851,Expense Reports Awaiting Your Approval ,The following reports have been waiting for your approval for more than 4 days. Please review. Owner: Matthew M Lorenz Report Name: Minnesota Power Outing Days In Mgr. Queue: 4  Owner: Russell W Ballato Report Name: Group Mtg. Days In Mgr. Queue: 4  Owner: Joseph Errigo Report Name: Group Mtg. Days In Mgr. Queue: 4  Owner: Don C Baughman Jr Report Name: Hourly Monthly Mtg. Days In Mgr. Queue: 4  ,Summarize the email and create a subject line.
852,What does it take? ,"LLoyd Will and Kim Melodick have requested your help in identifying what YOU feel it takes to be successful within each functional unit of East Power. This feedback will be used to create a recruiting, retention and development tool that will assist East Power in identifying the skills and training that are key to your group's success. Please take some time to answer the attached four questions as they relate to your area. Your participation and cooperation is greatly appreciated. Sarah Zarkowsky x53791 Ben Brasseaux x58747 Meliza Evanson x57855  Enron North America Human Resources  ",Summarize the email and create a subject line.
853,WARNING:  Your mailbox is approaching the size limit ,"This warning is sent automatically to inform you that your mailbox is approaching the maximum size limit. Your mailbox size is currently 123538 KB. Mailbox size limits:  	When your mailbox reaches 115000 KB you will receive this message.To check the size of your mailbox:     Right-click the mailbox (Outlook Today),    Select Properties and click the Folder Size button. This method can be used on individual folders as well. To make more space available, delete any items that are no longer needed such as Sent Items and Journal entries. You must empty the Deleted Items folder after deleting items or the space will not be freed. To turn Journaling off,   click Tools | Options | Journaling Options and de-select all items. See client Help for more information.  ",Summarize the email and create a subject line.
854,Energy Opportunities ,"Mike,  I represent a firm which has specialized in energy and power market placement for over ten years. I'm currently working with several organizations across the country looking for energy traders, coordinators, analysts and schedulers. These are great opportunities to change location or better ones position quickly. I'd like to schedule a ten minute telephone conversation to discuss these positions and determine whether or not you may have interest or may be able to assist with these openings. Please reply or call me at 630-990-7510 at your earliest convenience. I look forward to speaking with you soon. Best Regards,  ",Summarize the email and create a subject line.
855,Your mailbox is over its size limit ,"Your mailbox has exceeded one or more size limits set by your administrator. Your mailbox size is 122979 KB. Mailbox size limits: 	You will receive a warning when your mailbox reaches 115000 KB.You may not be able to send or receive new mail until you reduce your mailbox size. To make more space available, delete any items that you are no longer using or move them to your personal folder file (.pst). Items in all of your mailbox folders including the Deleted Items and Sent Items folders count against your size limit. You must empty the Deleted Items folder after deleting items or the space will not be freed. See client Help for more information.  ",Summarize the email and create a subject line.
856,Willamette confirms ,"I wanted to check with you on this. All these deals are entered in your book,  and I know the Services desk typically does their own confirmations with  counterparties. However, these deals have comments in them that say they  replace other deals. In that case, would you like them confirmed by Houston? Let me know. Thanks,  ",Summarize the email and create a subject line.
857,571801/571920 ,"Evelyn - Here's the status of those year-long deals I changed last night. Everything  should look good now - 571920 now has 25 mwh and 571801 is killed. Let me  know if you still see something wrong. Thanks,  ",Summarize the email and create a subject line.
858,Unit Contingent Deals ,"582324 - Grays Harbor Paper Mill  582322 - Las Vegas Cogeneration  I've added the unit names to the deals and reminded Les that they need to be  in the comments section. He was under the impression that the guideline sheet  he sent out re: unit names spelled out the answers, but I took another look  at it and it doesn't seem to really answer anything. I've attached it just in  case you don't have it anymore - but please let me know if this assists you  guys in ANY way. If it doesn't, I can probably get him to draw up something  more useful. Thanks,  ",Summarize the email and create a subject line.
859,New Broker: Automated Power Exchange ,"Chris Foster has requested that we set up a new broker - the Automated Power  Exchange, in EnPower. It is the same counterparty we already have in EnPower,  with the same name and contact information. Melissa, I believe you said we  could pretty easily add the name in the broker list if it was the same as in  the counterparty list, which Chris has verified it is. Please let me know if  you need anymore information. Thanks,  ",Summarize the email and create a subject line.
860,Contact Info ,"Andrew -  I just heard that you've been trying to reach me today with no success. I'm  actually sitting at a new desk and periodically checking my old voicemail  extension, but the best number to reach me on is (503) 464-3827. Thanks,  ",Summarize the email and create a subject line.
861,EPMI-Avista Futures Contract ,"After a little more digging, I've found that the deal NYMEX was referring to  is the same one we dealt with a month ago. I spoke with Tracy Green, one of  our contacts at Avista, and she had been dealing with the same issue all day. Apparently, when Avista first incorrectly reported that we hadn't made a  payment, it set off a domino effect of doubts that seems to still be falling. So NYMEX called EDF Mann, our futures clearing broker, today to assure that  payment would be made today.  ",Summarize the email and create a subject line.
862,595421,"Thanks for letting me know about the change in this deal. I looked at the  audit viewer, and it jogged my memory a bit. Mike originally entered this  deal as Q2 off peak; then he came over to me the next day and said it should  have been Cal'03-Cal'04. So we changed it, and it must have messed up the  strips somehow. Anyway, if it checks out with the broker, that sounds good  enough for me. Thanks again,  ",Summarize the email and create a subject line.
863,Cal Imbalance Deals - 5/3 ,I've entered the following imbalance deals under STCA and STWBom desks. 599966 STCA sells Cal Imb  NP-15  On Peak 38 MW  600031 STWB sells Cal Imb NP-15 On Peak 37 MW  Let me know if you have any questions. Kate  ,Summarize the email and create a subject line.
864,New Deal Control Staff in Portland ,"I'd like to introduce myself, as I'm sure we'll be in frequent contact in the  coming weeks while I adjust to my new position at the Deal Control desk here  in Portland. Please feel free to call or e-mail me with questions, concerns,  alerts, or suggestions - I'm eager to learn as much as I can about this job  and take it in new directions. So if there is anything I can do to make your  jobs function more smoothly, let me know. As a first order of business, thank you for the heads-up on the new version  of Deal Entry. A couple of our schedulers have been experiencing delayed  efficiency with the program  today - I'm not sure if that has anything to do  with the new version or possibly our Terminal Server connection. Just wanted  to let you know, in case anyone else has the same experience. I look forward to working with you, and again, feel free to call me anytime. Thanks,  ",Summarize the email and create a subject line.
865,Scottish Power 1999 Annual Report ,"I've ordered the 1999 Annual Report for Scottish Power, as I noticed it was  not in the company file. It should be here tomorrow or Friday at the latest. If you need the information sooner than that, I can download the report from  the company's website, although the document is understandably bulky. Please  let me know if you'd like a print-out. Also, if you'd like, I can talk to Sue about CASA's financial needs. Mollie  and I had discussed splitting the auction proceeds between two charities; in  that way we can share the wealth and not inundate an organization with more  than they can manage. It's something to think about in case CASA doesn't need  much help. Kate  ",Summarize the email and create a subject line.
866,Deal Discrepancies 12/1/00 ,"471740 - Bob Badeer checked with Natsource. This is their deal. Broker  mistake. 471315 - This was PGET. It's been changed. 471588 - This was 12/3, not 12/4. It's been changed. Thanks,  ",Summarize the email and create a subject line.
867,Welcome Note ,"Please join me in welcoming Angela Cadena and Mike Danielson to Enron North  America. Angela has joined West Origination as a senior specialist. She comes to us  from Toronto, Canada, where she did work in merchant banking for OMERS, a  large pension fund, as well as investment banking and project finance for TD  Securities. She is most proud of her latest project - a 15-month-old baby  girl named Maxim. Mike has been with Enron for more than two years in East Origination and  Enron Online. He will be based in San Francisco as a Director for West  Origination. Mike hails from Florida and comes to us most recently from  Houston. Please introduce yourself and make him feel at home on his frequent  Portland visits.  ",Summarize the email and create a subject line.
868,Confirms - Hinson Power deals ,"Would you let me know if confirmation letters have already been sent out for  these deals? If not, is there any way to get them out before the holiday? Thanks,  ",Summarize the email and create a subject line.
869,481620/481621 ,"I just changed both of these deals to CAISO energy, instead of Firm. I  noticed that the one you asked about, #481620, was part of an EES sleeve, so  I checked the other side of it, deal #481621, and sure enough it also had the  incorrect energy type. It's holiday fever! Thanks,  ",Summarize the email and create a subject line.
